time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010444100000	6.33483	0.735431	5.15156	0.0628632	0.0742851	lidar	0	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.58416	0.768538	5.10456	0.076635	0.0884354	radar	0	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.83035	0.764771	5.09162	0.0676395	0.070443	lidar	0	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.07119	0.751614	4.95154	0.0541056	0.0481348	radar	0	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.28629	0.829985	4.90452	0.0927342	0.0936448	lidar	0	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.58388	0.843705	5.13632	0.0902509	0.0846865	radar	0	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.8361	0.821103	5.1268	0.0711848	0.0574229	lidar	0	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.08387	0.840721	5.01266	0.07465	0.0578536	radar	0	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.3202	0.854983	4.99089	0.0758022	0.0560031	lidar	0	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.5931	0.940896	5.1971	0.109096	0.0893827	radar	0	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.83325	0.995416	5.17158	0.125972	0.102693	lidar	0	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.1249	1.03497	5.24135	0.132429	0.103868	radar	0	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.3643	1.06581	5.20848	0.136596	0.102922	lidar	0	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.64543	1.13668	5.27654	0.155384	0.116707	radar	0	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.924	1.25631	5.32174	0.192769	0.14839	lidar	0	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1704	1.33861	5.16941	0.214276	0.163059	radar	0	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3939	1.41659	5.12983	0.2328	0.173514	lidar	0	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6239	1.49039	4.95806	0.249311	0.182032	radar	0	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8443	1.52578	4.91846	0.249144	0.17306	lidar	0	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1127	1.57773	5.02858	0.251376	0.166316	radar	0	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3928	1.62973	5.08291	0.252681	0.159277	lidar	0	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6228	1.68396	5.00924	0.258271	0.157213	radar	0	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.851	1.7495	4.98815	0.267394	0.1585	lidar	0	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1103	1.83704	5.11453	0.280867	0.163449	radar	0	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3525	1.87394	5.09473	0.276095	0.150769	lidar	0	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6098	1.93816	5.18402	0.279582	0.146346	radar	0	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.813	2.06253	5.1366	0.310229	0.169397	lidar	0	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0837	2.16925	5.28845	0.325457	0.1753	radar	0	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2912	2.30366	5.24702	0.356227	0.197115	lidar	0	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4695	2.427	4.99907	0.386239	0.218895	radar	0	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7198	2.54888	5.04389	0.404997	0.226581	lidar	0	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9405	2.65246	5.00382	0.418961	0.229521	radar	0	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1707	2.80814	5.04101	0.449414	0.248256	lidar	0	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4228	2.92036	5.17601	0.457375	0.242509	radar	0	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6264	3.00357	5.11169	0.461129	0.23429	lidar	0	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8611	3.15278	5.2067	0.483158	0.243721	radar	0	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0741	3.34421	5.23454	0.522267	0.270355	lidar	0	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2872	3.49764	5.15038	0.547156	0.283083	radar	0	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.5031	3.6901	5.19392	0.581761	0.303277	lidar	0	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.7144	3.81906	5.15518	0.592763	0.299533	radar	0	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9339	3.97372	5.17357	0.609786	0.301544	lidar	0	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1311	4.12217	5.04857	0.629598	0.308339	radar	0	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3277	4.32326	5.09047	0.663233	0.326266	lidar	0	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5394	4.48329	5.12514	0.677459	0.32386	radar	0	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.7146	4.65834	5.10824	0.701981	0.332029	lidar	0	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8724	4.82337	4.88039	0.730627	0.348238	radar	0	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0351	5.05536	4.93412	0.773202	0.372893	lidar	0	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.2077	5.21147	4.88551	0.787513	0.369324	radar	0	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3617	5.40382	4.8865	0.814932	0.378046	lidar	0	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.5207	5.55749	4.80674	0.828839	0.374276	radar	0	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.7028	5.69963	4.78572	0.831693	0.358848	lidar	0	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8523	5.87811	4.70924	0.854472	0.365413	radar	0	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0207	6.08491	4.76416	0.877503	0.37016	lidar	0	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1751	6.28411	4.80112	0.898903	0.372635	radar	0	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2968	6.5322	4.85428	0.940926	0.395358	lidar	0	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.433	6.73526	4.83378	0.964583	0.400022	radar	0	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5718	6.88558	4.76515	0.969809	0.385591	lidar	0	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7221	7.09373	4.85835	0.984542	0.37909	radar	0	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9093	7.25061	4.84166	0.976377	0.353043	lidar	0	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0033	7.43687	4.68236	1.0051	0.367052	radar	0	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0958	7.70873	4.76591	1.05105	0.393797	lidar	0	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2181	7.91327	4.78565	1.06714	0.389504	radar	0	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2963	8.13537	4.77382	1.09932	0.401493	lidar	0	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.396	8.3453	4.80442	1.11797	0.398077	radar	0	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4856	8.49661	4.68591	1.12603	0.386225	lidar	0	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5798	8.69838	4.63894	1.14561	0.387581	radar	0	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7329	8.88654	4.64263	1.14178	0.365765	lidar	0	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8118	9.09889	4.5796	1.16781	0.375493	radar	0	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.937	9.33855	4.65392	1.18127	0.371029	lidar	0	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.991	9.54367	4.52201	1.21287	0.387715	radar	0	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0752	9.79455	4.59345	1.23798	0.393598	lidar	0	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.138	10.045	4.68238	1.26508	0.398872	radar	0	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1867	10.3282	4.77719	1.30273	0.416073	lidar	0	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.2107	10.5493	4.66046	1.33953	0.43602	radar	0	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2668	10.8362	4.77247	1.37015	0.444985	lidar	0	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2968	11.0932	4.81626	1.40054	0.452286	radar	0	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3301	11.337	4.8263	1.42566	0.454673	lidar	0	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.292	11.5607	4.62684	1.48249	0.497602	radar	0	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.357	11.8128	4.68006	1.49429	0.485875	lidar	0	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3781	12.051	4.77209	1.50953	0.470703	radar	0	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3625	12.3522	4.89207	1.54965	0.486649	lidar	0	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.3231	12.5747	4.74191	1.59649	0.516953	radar	0	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3441	12.8204	4.76072	1.61281	0.508343	lidar	0	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3359	13.0419	4.70571	1.63767	0.509981	radar	0	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.3007	13.2557	4.66527	1.66729	0.513504	lidar	0	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2648	13.485	4.67149	1.69525	0.514473	radar	0	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2376	13.7571	4.75381	1.7213	0.515244	lidar	0	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.188	13.975	4.6889	1.7545	0.52604	radar	0	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1271	14.2428	4.77084	1.78703	0.532173	lidar	0	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0578	14.4671	4.75549	1.81929	0.537871	radar	0	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9445	14.7353	4.85495	1.86405	0.554612	lidar	0	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8772	14.9499	4.8392	1.8861	0.545505	radar	0	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8443	15.167	4.79177	1.8983	0.531669	lidar	0	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.727	15.3637	4.64018	1.95809	0.581865	radar	0	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6987	15.5467	4.53913	1.96763	0.563781	lidar	0	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6113	15.7419	4.51246	1.99508	0.562661	radar	0	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.5008	15.9665	4.56434	2.02675	0.566073	lidar	0	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.4002	16.1704	4.58665	2.04848	0.554273	radar	0	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2888	16.3509	4.54645	2.07902	0.556653	lidar	0	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.176	16.5416	4.52828	2.1088	0.559964	radar	0	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0353	16.7664	4.6114	2.14034	0.563434	lidar	0	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8842	16.9571	4.59131	2.19116	0.599662	radar	0	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6945	17.2159	4.78817	2.22802	0.606353	lidar	0	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5863	17.4176	4.79549	2.22726	0.560409	radar	0	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3626	17.6232	4.91496	2.27461	0.577748	lidar	0	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2221	17.8151	4.91492	2.28577	0.550362	radar	0	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0907	17.9962	4.87074	2.30468	0.542736	lidar	0	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9173	18.1514	4.8337	2.34327	0.558626	radar	0	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7945	18.2818	4.69949	2.36583	0.553795	lidar	0	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6638	18.4582	4.67001	2.37645	0.534004	radar	0	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4578	18.6488	4.77245	2.40585	0.536408	lidar	0	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2809	18.7886	4.73999	2.43773	0.54296	radar	0	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1231	18.9194	4.67066	2.46322	0.5415	lidar	0	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9551	19.0893	4.68456	2.47735	0.525987	radar	0	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.735	19.2074	4.70076	2.51677	0.537478	lidar	0	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5425	19.3636	4.7343	2.53924	0.534344	radar	0	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3049	19.5338	4.85711	2.56516	0.533444	lidar	0	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0851	19.6178	4.82324	2.61003	0.554072	radar	0	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8764	19.7629	4.8572	2.63101	0.548096	lidar	0	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6912	19.8821	4.78593	2.64265	0.522731	radar	0	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4498	20.0405	4.89839	2.66162	0.516045	lidar	0	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2319	20.1866	4.93229	2.67388	0.49963	radar	0	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0502	20.3094	4.87863	2.68849	0.490791	lidar	0	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8199	20.3949	4.87837	2.7211	0.499484	radar	0	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6053	20.5108	4.88312	2.73931	0.49356	lidar	0	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3644	20.6034	4.92479	2.76971	0.502797	radar	0	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1194	20.6764	4.93792	2.80074	0.507887	lidar	0	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8787	20.7519	4.96225	2.8315	0.516619	radar	0	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6006	20.8186	5.03529	2.86384	0.521894	lidar	0	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3461	20.8562	5.07668	2.90802	0.548338	radar	0	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1078	20.8941	5.04322	2.93987	0.55246	lidar	0	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8725	20.9532	5.02813	2.96274	0.548345	radar	0	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6917	20.9878	4.88986	2.98735	0.547145	lidar	0	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4313	21.0319	4.94689	3.01446	0.548676	radar	0	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1878	21.0683	4.94797	3.03916	0.546254	lidar	0	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9462	21.0895	4.95854	3.06904	0.55191	radar	0	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7116	21.0591	4.90815	3.1107	0.564922	lidar	0	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4605	21.0474	4.92368	3.14546	0.572217	radar	0	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2565	21.0373	4.83593	3.17551	0.574603	lidar	0	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	10.9956	21.0016	4.88073	3.21344	0.584077	radar	0	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7971	20.9612	4.78486	3.24966	0.591678	lidar	0	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5541	20.9538	4.72682	3.26617	0.571977	radar	0	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2625	20.9827	4.85332	3.27208	0.5497	lidar	0	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0266	20.962	4.83884	3.29435	0.544248	radar	0	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.84646	20.9195	4.72185	3.32574	0.549753	lidar	0	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.63035	20.9	4.60115	3.33869	0.528539	radar	0	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.4439	20.8484	4.52483	3.36929	0.533443	lidar	0	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.23357	20.8025	4.51591	3.39469	0.533418	radar	0	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.91813	20.775	4.70438	3.40138	0.512575	lidar	0	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.71174	20.6949	4.67339	3.4353	0.521155	radar	0	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41689	20.6147	4.81618	3.45668	0.514805	lidar	0	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.19012	20.5351	4.82136	3.48375	0.516588	radar	0	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.94066	20.4554	4.86569	3.50528	0.512046	lidar	0	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.72369	20.3712	4.89167	3.53316	0.517891	radar	0	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.39625	20.3116	5.07394	3.5323	0.491039	lidar	0	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.1643	20.2162	5.03809	3.55379	0.485793	radar	0	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.89459	20.1312	5.1063	3.56587	0.473814	lidar	0	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.67366	20.0395	5.04176	3.58391	0.466218	radar	0	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.42522	19.9463	5.07468	3.59821	0.457666	lidar	0	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.21384	19.8527	5.02548	3.61667	0.453485	radar	0	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.94692	19.7574	5.09643	3.62473	0.439365	lidar	0	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.70593	19.6162	5.19241	3.65289	0.448244	radar	0	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.54282	19.4928	5.07647	3.68505	0.458708	lidar	0	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.34046	19.3456	5.06994	3.71502	0.465874	radar	0	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.13284	19.2429	5.0386	3.72835	0.457406	lidar	0	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.95708	19.129	4.89657	3.74689	0.450597	radar	0	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.7993	18.982	4.82855	3.77983	0.461098	lidar	0	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58617	18.832	4.91679	3.80144	0.461883	radar	0	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.41182	18.702	4.86829	3.82235	0.460691	lidar	0	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.24284	18.558	4.76983	3.84429	0.457183	radar	0	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12159	18.409	4.66926	3.87935	0.470062	lidar	0	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92047	18.238	4.89632	3.9041	0.478066	radar	0	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65612	18.0906	5.01025	3.89913	0.449401	lidar	0	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.50573	17.9404	4.8513	3.91966	0.444067	radar	0	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27166	17.7705	4.94399	3.92454	0.426451	lidar	0	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08147	17.588	5.05551	3.9459	0.429916	radar	0	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91013	17.4688	4.98495	3.95207	0.416843	lidar	0	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74998	17.2562	5.10917	3.98698	0.434797	radar	0	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57338	17.0675	5.11795	4.00514	0.431336	lidar	0	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42141	16.902	4.93284	4.0186	0.418556	radar	0	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25979	16.7305	4.9188	4.03337	0.413067	lidar	0	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
